,Authors,Poems
637,Poeta mineiro do cerrado - LUCIANO SPAGNOL,"ITINERÁRIO 

Ainda deslizam fantasias pelos
meus cansados, tristes dedos,
na saudade vã do passado,
em copioso senso alienado.

Todos os dias ainda presente
no pensamento descontente,
a insistente dor na inspiração,
ó doidivanas e dura sensação.

Não sou mais do que um peregrino
viajante solitário no meu destino,
que a sorte me guia de mão dada,
pelos devaneios da vida, mais nada...

© Luciano Spagnol
Poeta do cerrado
2017, junho
Cerrado goiano"
638,Poemas e Poesias Catarinenses - Face,"VAGANTE

Renato Nova

Me sinto vagando sem rumo
Olhos ausentes não vêem o caminho
Sigo perdido sem destino
Não encontro meu horizonte

Sem abrigo nesta tempestade
O frio da noite no coração
Andando às cegas sem direção
Na garganta um grito sufocante

Não há estrelas no céu
Em tudo ao redor reina o vazio
Neste caminho soturno e sombrio
Sua imagem cada vez mais distante.

Xxxxxxxxxxxxxxxxxxxxxxx

– 30 de junho de 2006 -
Renato Nova"
639,Poemas e Poesias Catarinenses - Face,"Olhos e coração
Renato nova – 2006 

Entre brumas de sofrimento
brilham olhos de tristeza
Incertos perante a beleza
oculta na solidão.

Perdido no firmamento
olhos repletos de sentimentos
Sufocando o coração...

Coração que transborda lamentos
Busca na névoa a certeza
Que o amor que tanto almeja
traga luz à escuridão.

Perdidos no sofrimento
Buscando a luz a cada momento
Seguem juntos e solitários
Olhos e coração.

Renato Nova"
640,"José Ramón, o poeta da madrugada","Te adoro simplesmente porque você existe!!!

Gosto dos venenos mais lentos! Das bebidas mais fortes! Dos cafés mais amargos! E os delírios mais loucos. Você pode até me empurrar de um penhasco que eu vou dizer: E daí? Eu adoro voar. 

A vida é uma peça de teatro que não permite ensaios. Por isso, cante, chore, dance, ria e viva intensamente, antes que a cortina se feche e a peça termine sem aplausos.

A pessoa certa é a que está ao seu lado nos momentos incertos"
641,desconhecido,"Querer Bem
Querer bem é guardar dentro da alma,
A lembrança de alguém;
É sonhar acordada, é ter suspensa a vida
num olhar, que nem sabe o encanto que ele tem.
É aquela crença forte e nunca desmentida.
Naquele que se espera, o que talvez não vem.
É aquela dor atroz e sempre incompreendida,
que a gente vai sofrendo e não conta a ninguém.
Querer bem é perdoar o que ninguém perdoa.
É melodia do céu que dentro da alma soa.
A saudade depois que tudo termina..."
642,Alexandre Poeta,"Letra Bacana
Por: Alexandre d’ Oliveira

Meu poema é livre, minha bossa 
é prosa e com isso eu faço que você 
sem drama entenda aonde 
eu quero chegar.

Que seja de qualquer maneira  
assim consiga dentre acordes
maviosos no meu violão 
te acompanhar.

Meu ritmo nobre numa letra bacana 
enquanto encanto no samba.

Por  isto faço  prumo  
para ouvir você dizer que me ama  
e assim entenda o que quero 
mostrar morena da cor de jambo.

#alexandrrpoeta.com"
643,Alvaro Silvestre de Carvalho,"O que seria do poeta sem suas poesias 
O que seria dos apaixonados sem amor
O que seria do fiel sem a fidelidade
O que seria do futuro sem o presente
O que seria dos oceanos sem suas aguas 
O que seria da lua semo sol 
O que seria do amor sem a paixão 
O que seria d emim sem você 
O quanto eu sofreria se te perder 
Jamais me perdoaria por te perder
Não sei sei o que eu faço sem você 
Mediga o que eu faço para não te perder 
Você precisa saber o quanto eu amo você."
644,Leandro Gomes de Barros,"Se eu conversasse com Deus
Iria lhe perguntar:
Por que é que sofremos tanto
Quando viemos pra cá?
Que dívida é essa
Que a gente tem que morrer pra pagar?

Perguntaria também
Como é que ele é feito
Que não dorme, que não come
E assim vive satisfeito.
Por que foi que ele não fez
A gente do mesmo jeito?

Por que existem uns felizes
E outros que sofrem tanto?
Nascemos do mesmo jeito,
Moramos no mesmo canto.
Quem foi temperar o choro
E acabou salgando o pranto?"
645,Poemas e Poesias Catarinenses - Face,"(sem título)
de: José Ricardo de Matos Pereira

Tudo fica
Nada vai dissipar o sonho
Meu querer e teu desejo reunido
Nada vai saciar o vento
Folhas,
Galhos e empecilhos...
Nada vai estancar a dor
Tua ausência é frasco sem perfume...
Nada vai derrubar a flor,
Que envolta em espinho te versificam e
Me resume...
Nada vai apagar meu desejo
Fruto do querer que me arrebata
Nada vai decifrar o que sinto...
Poeira, sol
Mar e poesia,
Amor e solidão,
O luar que me extasia"
646,Fênix Faustine,"Num dia tão especial, só mesmo em forma de poesia
Eu poderia expressar a minha felicidade
Por tê-lo como meu amigo.
Mesmo que palavras não consigam
Demonstrar o meu carinho por você,
Gostaria de dedicar-lhe hoje e por todo sempre
A compreensão, o afeto fraterno, o sorriso acolhedor
E sobre tudo, o meu coração amigo
Para te amparar e amar todo o tempo.
Que neste dia do seu aniversário,
Você sinta o sabor de uma grande,
Verdadeira e eterna amizade.
Feliz aniversário!"
647,Poemas e Poesias Catarinenses - Face,"Clamor
Renatonova- 15 outubro 2012

No silêncio das trevas ofuscantes
Palpita, dilacerante um coração
Afligido por amores decepcionantes
Despedaçado por amarguras e ingratidão

Nas trevas da dor agonizante
Ressecado estão os lábios já sem cor
As palavras não surgem neste instante
Vazia está a mente deste sofredor

Neste reino de terror sufocante
Olhos vermelhos não encontram a saída
A alma tão pequena e sofrida
Clama pela morte com a um salvador.

Renato Nova"
648,Poemas e Poesias Catarinenses - Face,"DISTANTE
de: Hilton Custódio Alves Júnior/
(José Ricardo de Matos Pereira)

Hoje distante de tudo
O sol procura meu rosto
Tentando achar um sorriso
Há muito tempo esquecido

Meu pensamento então voa
Ele é um pássaro triste
Cansado já sem força
Tentando encontrar um abrigo

Chora quando canta,
Voa para esquecer
Do passado sempre presente
Que insiste em atormentar

Voa, se perde no espaço
Tentando se encontrar
Soldado esquecido e sem guerra
Sem forças pra lutar"
649,Luciano Spagnol - poeta mineiro do cerrado,"Há vida vivente e tem quem se ausente 
Há olhar carente e tem quem não importa
Há afeto latente e tem quem não sente 
Existe na loucura de ser gente... Horta 
de insanidade
Neste silencioso desdém, cerrada é a porta,
a humanidade
A valia está muito além do poder
Pois até mesmo a razão é vaidade
Surdo são os ruídos mudos dum gemer
Num egoísmo posto no altar
Cambiando o amor pelo ter...
Sem ter amor para cambiar!

© Luciano Spagnol
Poeta do cerrado
Cerrado goiano"
650,Valter Bitencourt Júnior,"Caverna sombria

Inusitado os seus olhos
Sujos; coerentes; imundos
Irônico os seus sorrisos
Fingidos; disfarçados; bem desenhados
Deslumbrantes os seus olhos,
Atravessam os meus
Quando procuro o interior do seu ser
Dentre o romper das cachoeiras,
Me sufocarei nos seus braços,
No cantar dos sábias,
Procurei inspiração
Para desenhá-la, para traçá-la,
Descrevê-la
No branco das nuvens
Na brisa que procura
Serei a sua luz
Que a guiará até o fim
De uma caverna
Sombria."
651,Luciano Spagnol - Poeta mineiro do cerrado,"Lealdade da poesia 

Pode haver um dia
em que se mude
de lugar, de atitude
mas leal é a poesia

ela que tira o tédio
gargalha de alegria
se veste de fantasia
ri, brinca, é assédio 

também chora
partilha solidão
sem luz é escuridão
ora fica ora vai embora

uma coisa é fato
nos leva longe, além 
além de ser desdém
de ter e ficar sem
fala o que convém
envolvente no vaivém 
nina, acorda, porém
no relato melodia têm
e teor no quinhão exato...

Luciano Spagnol"
652,Jaak Bosmans,"""Sem poemas sem poesias""


Como é bom receber poemas e poesias!
Como seria bom!
Como seria bom se cada uma delas fossem reais!
Reais como sentimentos ocultos de quem nos envia.
Com o rosto descoberto, um sorriso aberto.
Talvez nem fosse necessário tanto poema e tanta poesia!
Apenas nos dizer palavras simples, sem simbologias gráficas ou sonoras.
Nos mostrar que valemos a pena, por ser mais que um simples amigo. 
Que somos a própria poesia e o próprio poema, um para o outro!"
653,Poeta mineiro do cerrado - LUCIANO SPAGNOL,"SÃO JOSÉ

De nome José, santo é
Artesão no madeiro
José o carpinteiro
Bondade de muita fé

De Deus foi certeiro
Padrasto do filho de Nazaré
De Maria esposo, pai da Santa Sé
José, na missão, obreiro

Homem reto na sua convicção 
Seguidor do Pai, fiel na devoção 
José da piedade e do ser justo 

Fez jus ao seu dado quinhão
Exemplificou o amor no coração
Eterno louvor! São José o augusto...

Luciano Spagnol
Poeta do cerrado
19 de março de 2017
Cerrado goiano"
654,Vinicius Felipe Ghietti,"Poesia para as mães

Mãe forte valente
Não tem medo do que vem pela frente
Mãe corajosa, atenciosa e amorosa
Mãe você é a luz da nossa vida
Você nos traz calor e alegria
Quando estou com medo só penso em uma pessoa... mãe
Quando vi você pensei comigo...
Essa vai ser minha mãe minha luz e meu abrigo, meu aconchego e meu sentido da vida
Porque sem você ninguém pode vir ao mundo
Mãe é uma pessoa especial dentre todas as pessoas do mundo
Mãe é alegria, amor, confiança e calor."
655,maricell,"SER POETA



Ser poeta é fazer de cada despedida uma saudade 

É ter nas mãos os sonhos, vivê-los de verdade 

Chorar, sorrir, sem medo de viver. 

É despir-se perante tantos espelhos 

Amar a vida e, de joelhos, 

Agradecer a Deus em cada anoitecer. 

É cantar e amar cada minuto vivido 

É acordar desejos adormecidos 

Colher da vida os frutos da paixão. 

Ser poeta é amar intensamente 

Ter o passado como futuro tão presente 

Fazer da vida sempre uma oração."
656,Desconhecido,"A amizade consegue ser tão complexa... 
Deixa uns desanimados, outros bem felizes... 
É a alimentação dos fracos 
É o reino dos fortes 

Faz-nos cometer erros 
Os fracos deixam se ir abaixo 
Os fortes erguem sempre a cabeça 
os assim assim assumem-os 

Sem pensar conquistamos 
O mundo geral 
e construímos o nosso pequeno lugar 
deixando brilhar cada estrelinha 

Estrelinhas... 
Doces, sensíveis, frias, ternurentas... 
Mas sempre presentes em qualquer parte 
Os donos da amizade..."
657,Victor Motta,"A dor do poeta

O poeta é triste
por natureza,
mas na poesia
encontra o conforto
como o navio que
chega ao porto
levado ao sabor
da correnteza.
E se da vida
sente a tristeza
de um amor que
já está morto,
cultiva a flor
de um mais belo horto
onde a poesia reina
com beleza.
Encontra a vida
na bela forma
da rima fértil
do verso apaixonado
e, com a tristeza da vida
se conforma.
Não sente mais
o fel de seu passado
até que a vida
de novo o transforma
num homem só
amargurado…"
658,Provesi,"Quis dizer em forma de poema
as belezas da vida ao teu lado
mas sem rimas, sem esquemas
só pude dizer:
""TE AMO!

Quis dizer em forma de canção
a alegria em que me encontro
mas com a voz do coração
só pude exclamar:
""TE AMO!

Quis dizer em forma de pensamento
o que me vai no íntimo,
mas com a força do meu sentimento
só pude gritar:
""TE AMO!

Quis, tentei, foi em vão
agora não mais canto ou exclamo
olho para teu sorriso, teus olhos
e sinto apenas:
""TE AMO!"
659,Poeta mineiro do cerrado - LUCIANO SPAGNOL,"SEDE

Tenho sede de viver
Quero o afeto beber

Saciar a infiel odisseia
Da ganância da fé ateia

Terçando o ressecado saber 
Clamo o doce prazer

Olhar que nos fala 
Sem o desprezo que cala

Que rasga e maltrata
Quero gratidão sem ser ingrata 

Sensação, quero amor 
Paixão com valor 

Dignidade sem preconceito 
Irmandade com preceito

Abraço com empenho
Palavras com avenho

Respeito semelhante
E a retidão de ir avante...

Luciano spagnol
Poeta do cerrado
Cerrado goiano"
660,Poeta mineiro do cerrado - LUCIANO SPAGNOL,"SONETO DA FÉ

Da devoção, o devoto em ser
Tenho Deus Pai na fé demais
Que paz no coração me traz
Virtuoso, no meu lhano crer

Se suscetível, desistir jamais
A tua palavra robora o viver
Tua ternura absolve o perder
Onde o teu amor nunca trais

É fé que supera, e no faz ter
Inabalável indulgência sagaz
Que liberta e bem vem trazer

É apoio nesta crença e tais
Que encoraja o robustecer
Da fé em meus sinceros ais 

Luciano Spagnol
Poeta do cerrado
Março de 2017
Cerrado goiano"
661,Luciano Spagnol - Poeta mineiro do cerrado,"Borboleta

Metamorfoseia borboleta
Ensina a conjunção ranheta
A transformar a solidão
Em acontecimento, e então...
Desenhar o dia com companhia
Alegria
Emoção com euforia
Sonhos e fantasias
Coonestando o coração
Com amor e paixão...

Voa belas borboletas
De asas multicoloridas
Brancas azuis e pretas
Glorificando esta vida
De chegada e partida
Em diversidade e brio
Colorindo o estio
Com felicidade, harmonia
Provocando na alma arrepio...
E na inspiração poesia.

Luciano Spagnol."
662,Poeta mineiro do cerrado - LUCIANO SPAGNOL,"INTERROGAÇÃO (soneto)

Indago se a loucura é traça 
Aqui pergunto sem saber
Se sou são ou uma farsa
Quem pode me responder?

Que tenho alguma graça
Lá isto é do meu querer
Finjo fingindo chalaça 
No fingimento sem ter

Aqui pergunto aos senhores
Quais são os tais louvores
Do poeta mineiro do cerrado?

Sou Luciano Spagnol, alguém
Trago no olhar: - paz e bem...
Porém, quer só ser amado!

© Luciano Spagnol
Poeta do cerrado
2017, maio
Cerrado goiano
Parodiando Ana Cristina Cesar"
663,Poeta mineiro do cerrado - LUCIANO SPAGNOL,"CIDADE SORRISO

Em minha memória, uma saudade
Dos tempos de outrora, um aviso
Daqui fui, aqui voltarei, realidade
Uma mineira cidade, cidade sorriso
Onde sempre fui, territorialidade
De minha alma, aqui sou indiviso...

Neste um universo, versa a beleza
Gente de minha história, de contos
Em um recital duma incrível pureza
Poesia nas velhas cadeiras, pontos
Seresteiros cheios de doce certeza
Nada ali é pequeno. São confrontos!

© Luciano Spagnol
Poeta do cerrado
2017, junho
Cerrado goiano"
664,Poeta Urbano - Junho de 2009,"Paixão Pela Poesia

Eu!!!

Estranhamente eu!!!!

Cavaleiro errante...

Encontrei minha paz na poesia...
Encontrei a paz nos meus versos...
Encontrei a paz nas rimas sem fundamento...

Eu!!!

Logo eu!!!

Apaixonado pelas coisas exatas da vida...

Sem querer entrei nesse mundo das palavras...

Como já disse não me considero poeta,
sou cavaleiro errante...
De versos e rimas livres como os pardais...

Continuarei amando as coisas exatas da vida...
E viajando por este mundo divino da poesia..."
665,desconhecido,"Poema de trás para frente e vice versa

Não te amo mais.
Estarei mentindo dizendo que
Ainda te quero como sempre quis.
Tenho certeza que
Nada foi em vão.
Sinto dentro de mim que
Você não significa nada.
Não poderia dizer jamais que
Alimento um grande amor.
Sinto cada vez mais que
Já te esqueci!
E jamais usarei a frase
Eu te amo!
Sinto, mas tenho que dizer a verdade
É tarde demais...

(Agora leia de baixo para cima. Este texto possui duas interpretações distintas conforme o fluxo da leitura)"
666,Poeta Urbano - Junho de 2009,"Paixão Pela Poesia...

Eu!!!

Estranhamente eu!!!!

Cavaleiro errante...

Encontrei minha paz na poesia...
Encontrei a paz nos meus versos...
Encontrei a paz nas rimas sem fundamento...

Eu!!!

Logo eu!!!

Apaixonado pelas coisas exatas da vida...

Sem querer entrei nesse mundo das palavras...

Como já disse não me considero poeta,
sou cavaleiro errante...
De versos e rimas livres como os pardais...

Continuarei amando as coisas exatas da vida...
E viajando por este mundo divino da poesia..."
667,Poemas e Poesias Catarinenses - Face,"SENSATEZ QUE SE TEM 
Eduardo Pinter
Meu jeito é meu estado de espírito por isso muitas vezes pareço indeciso e apesar de todo o meu sacrifício ainda não encontrei o meu destino Muitas vezes eu desisto porque parar é fácil demais mas ao final eu sempre insisto porque sei que sou capaz O frio é o calor da alma que se despede a noite é a luz do espírito que se liberta o sono é o caminho de volta pra casa o dia é um jardim cinzento que maltrata mas te faz crescer Às vezes, a estupidez é a sensatez que se tem."
